filename,basename,toolid,toolmode,tool_args,parser_version,runid,start,duration,exit_code,findings,classified_findings,infos,errors,fails
samples/Split4/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250902_1352,1756814109.494619,25.817991971969604,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,mythril-0.24.7,solidity,--modules Exceptions,2024/03/24,20250902_1352,1756814893.8649204,25.886990785598755,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250902_1352,1756814159.025484,25.818718433380127,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,mythril-0.24.7,solidity,--modules Exceptions,2024/03/24,20250902_1352,1756814922.174195,25.936900854110718,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250902_1352,1756814209.0078633,25.836422204971313,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/guess_the_random_number.sol,guess_the_random_number.sol,mythril-0.24.7,solidity,,2024/03/24,20250902_1352,1756814527.443898,25.867090463638306,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/short_address_example.sol,short_address_example.sol,mythril-0.24.7,solidity,--modules ArbitraryDelegateCall,2024/03/24,20250902_1352,1756814265.4346836,11.82623028755188,0,{},{},{},{},{}
samples/Split4/smart_billions.sol,smart_billions.sol,mythril-0.24.7,solidity,"--modules ArbitraryDelegateCall,ExternalCalls",2024/03/24,20250902_1352,1756814295.9724379,25.80064344406128,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split4/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814040.1321106,15.634461641311646,,"{Overflow_bugs@2,Overflow_bugs@43,Overflow_bugs@94,Reentrancy_bug@54,Reentrancy_bug@57,Underflow_bugs@56,Underflow_bugs@94}","{INTEGER_OVERFLOW,OVERFLOW,REENTRANCY,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{DOCKER_TIMEOUT}
samples/Split4/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814091.6862712,15.384465217590332,0,"{Overflow_bugs@2,Overflow_bugs@43,Overflow_bugs@94,Reentrancy_bug@54,Reentrancy_bug@57,Underflow_bugs@56,Underflow_bugs@94}","{INTEGER_OVERFLOW,OVERFLOW,REENTRANCY,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{}
samples/Split4/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814142.7985446,13.802834749221802,0,"{Overflow_bugs@2,Overflow_bugs@42,Overflow_bugs@86,Reentrancy_bug@52,Reentrancy_bug@55,Underflow_bugs@54,Underflow_bugs@86}","{INTEGER_OVERFLOW,OVERFLOW,REENTRANCY,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{}
samples/Split4/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814192.4653766,14.107434511184692,0,"{Overflow_bugs@2,Overflow_bugs@83,Reentrancy_bug@29,Reentrancy_bug@32,Underflow_bugs@31,Underflow_bugs@83}","{INTEGER_OVERFLOW,OVERFLOW,REENTRANCY,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{}
samples/Split4/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814242.3978093,13.539735555648804,0,"{Overflow_bugs@2,Overflow_bugs@29,Overflow_bugs@75,Reentrancy_bug@41,Reentrancy_bug@44,Underflow_bugs@43,Underflow_bugs@75}","{INTEGER_OVERFLOW,OVERFLOW,REENTRANCY,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{}
samples/Split4/guess_the_random_number.sol,guess_the_random_number.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814261.909694,1.114067792892456,0,{},{},{},{},{}
samples/Split4/short_address_example.sol,short_address_example.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814283.1678145,1.250986099243164,0,{Overflow_bugs@21},"{INTEGER_OVERFLOW,OVERFLOW}",{},{},{}
samples/Split4/smart_billions.sol,smart_billions.sol,osiris,solidity,,2023/02/27,20250902_1352,1756814324.2057395,13.570278406143188,0,"{Concurrency_bug@372,Concurrency_bug@382,Overflow_bugs@339,Overflow_bugs@379,Truncation_bugs@381,Truncation_bugs@486,Underflow_bugs@344,Underflow_bugs@345,Underflow_bugs@364,Underflow_bugs@723}","{FRONT_RUNNING,INTEGER_OVERFLOW,OVERFLOW,TOD,UNDERFLOW}",{},{SYMBOLIC EXECUTION TIMEOUT},{}
samples/Split4/smart_billions.sol,smart_billions.sol,securify,solidity,,2022/11/17,20250902_1352,1756814780.8343086,25.896446704864502,,{},{},{analysis incomplete},{},{DOCKER_TIMEOUT}
samples/Split4/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813978.4478626,1.0011026859283447,255,"{controlled_array_length@73,external_function@87,low_level_calls@47,naming_convention@13,naming_convention@15,naming_convention@19,naming_convention@26,naming_convention@33,naming_convention@39,naming_convention@47,naming_convention@83,naming_convention@85,naming_convention@87,naming_convention@9,reentrancy_eth@47,solc_version,solc_version@7}","{BLOCK_DEPENDENCE,INTEGER_OVERFLOW,LOW_LEVEL_CALL,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED}",{},{},{}
samples/Split4/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813982.0249898,0.8482027053833008,255,"{controlled_array_length@73,external_function@87,low_level_calls@47,naming_convention@13,naming_convention@15,naming_convention@19,naming_convention@26,naming_convention@33,naming_convention@39,naming_convention@47,naming_convention@83,naming_convention@85,naming_convention@87,naming_convention@9,reentrancy_eth@47,solc_version,solc_version@7}","{BLOCK_DEPENDENCE,INTEGER_OVERFLOW,LOW_LEVEL_CALL,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED}",{},{},{}
samples/Split4/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813985.31531,0.8739960193634033,255,"{constable_states@13,controlled_array_length@64,external_function@79,low_level_calls@47,naming_convention@13,naming_convention@16,naming_convention@31,naming_convention@36,naming_convention@47,naming_convention@75,naming_convention@77,naming_convention@79,reentrancy_eth@47,solc_version,solc_version@7}","{BLOCK_DEPENDENCE,INTEGER_OVERFLOW,LOW_LEVEL_CALL,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED}",{},{},{}
samples/Split4/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813988.6333694,0.9766373634338379,255,"{constable_states@54,controlled_array_length@62,external_function@76,low_level_calls@21,naming_convention@11,naming_convention@21,naming_convention@50,naming_convention@52,naming_convention@54,naming_convention@72,naming_convention@74,naming_convention@76,naming_convention@9,reentrancy_eth@21,solc_version,solc_version@7,timestamp@11,timestamp@21}","{BLOCK_DEPENDENCE,INTEGER_OVERFLOW,LOW_LEVEL_CALL,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED}",{},{},{}
samples/Split4/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813992.0388575,0.8506326675415039,255,"{constable_states@15,controlled_array_length@53,external_function@68,low_level_calls@34,naming_convention@13,naming_convention@15,naming_convention@23,naming_convention@34,naming_convention@64,naming_convention@66,naming_convention@68,naming_convention@9,reentrancy_eth@34,solc_version,solc_version@7}","{BLOCK_DEPENDENCE,INTEGER_OVERFLOW,LOW_LEVEL_CALL,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED}",{},{},{}
samples/Split4/guess_the_random_number.sol,guess_the_random_number.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813995.3347354,0.8147029876708984,255,"{arbitrary_send_eth@22,deprecated_standards@15,incorrect_equality@18,incorrect_equality@22,solc_version,solc_version@7,timestamp@22}","{ARBITRARY_SEND,BLOCK_DEPENDENCE,DEPRECATED_FUNCTION,INTEGER_OVERFLOW,OUTDATED_COMPILER,OVERFLOW,UNCLASSIFIED,UNLOCKED_ETHER}",{},{},{}
samples/Split4/short_address_example.sol,short_address_example.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756813998.5596223,0.8577694892883301,255,"{solc_version,solc_version@7}","{BLOCK_DEPENDENCE,DELEGATECALL,INTEGER_OVERFLOW,OUTDATED_COMPILER,OVERFLOW}",{},{},{}
samples/Split4/smart_billions.sol,smart_billions.sol,slither-0.10.4,solidity,,2024/04/30,20250902_1352,1756814001.8425918,2.167738676071167,255,"{cache_array_length@681,constable_states@144,controlled_array_length@118,costly_loop@735,deprecated_standards@523,deprecated_standards@560,deprecated_standards@618,deprecated_standards@626,deprecated_standards@700,divide_before_multiply@399,divide_before_multiply@459,erc20_interface@118,events_access@267,events_access@278,events_maths@289,events_maths@298,incorrect_equality@482,incorrect_equality@513,incorrect_equality@540,incorrect_equality@672,incorrect_equality@735,naming_convention@110,naming_convention@203,naming_convention@211,naming_convention@219,naming_convention@227,naming_convention@235,naming_convention@243,naming_convention@267,naming_convention@278,naming_convention@289,naming_convention@298,naming_convention@316,naming_convention@369,naming_convention@399,naming_convention@459,naming_convention@482,naming_convention@51,naming_convention@513,naming_convention@625,naming_convention@633,naming_convention@672,naming_convention@698,naming_convention@70,naming_convention@722,naming_convention@762,naming_convention@84,naming_convention@98,reentrancy_unlimited_gas@316,reentrancy_unlimited_gas@369,reentrancy_unlimited_gas@399,reentrancy_unlimited_gas@633,shadowing_local@32,solc_version,solc_version@7,too_many_digits@118,too_many_digits@482,too_many_digits@513,too_many_digits@540,too_many_digits@722}","{BLOCK_DEPENDENCE,DELEGATECALL,DEPRECATED_FUNCTION,INTEGER_OVERFLOW,OUTDATED_COMPILER,OVERFLOW,REENTRANCY,UNCLASSIFIED,VARIABLE_SHADOWING}",{},{},{}
samples/Split4/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814340.2439744,2.31105899810791,0,"{SOLIDITY_ADDRESS_HARDCODED@15,SOLIDITY_CALL_WITHOUT_DATA@54,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_REVERT_REQUIRE@22,SOLIDITY_REVERT_REQUIRE@29,SOLIDITY_UPGRADE_TO_050@54,SOLIDITY_UPGRADE_TO_050@63,SOLIDITY_UPGRADE_TO_050@87,SOLIDITY_VISIBILITY@15,SOLIDITY_VISIBILITY@17,SOLIDITY_VISIBILITY@85}","{ASSERT_VIOLATION,DEFAULT_VISIBILITY,LOW_LEVEL_CALL,OUTDATED_SOLC,UNCLASSIFIED,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814376.8159332,2.3649508953094482,0,"{SOLIDITY_CALL_WITHOUT_DATA@54,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_UPGRADE_TO_050@54,SOLIDITY_UPGRADE_TO_050@63,SOLIDITY_UPGRADE_TO_050@87,SOLIDITY_VISIBILITY@15,SOLIDITY_VISIBILITY@17,SOLIDITY_VISIBILITY@85}","{DEFAULT_VISIBILITY,LOW_LEVEL_CALL,OUTDATED_SOLC,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814413.342485,2.408353567123413,0,"{SOLIDITY_CALL_WITHOUT_DATA@52,SOLIDITY_OVERPOWERED_ROLE@31,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_TX_ORIGIN@19,SOLIDITY_UPGRADE_TO_050@52,SOLIDITY_UPGRADE_TO_050@60,SOLIDITY_UPGRADE_TO_050@79,SOLIDITY_VISIBILITY@16,SOLIDITY_VISIBILITY@23,SOLIDITY_VISIBILITY@31,SOLIDITY_VISIBILITY@47,SOLIDITY_VISIBILITY@77}","{ARBITRARY_SEND,BLOCK_DEPENDENCE,DEFAULT_VISIBILITY,LOW_LEVEL_CALL,MISSING_INPUT_VALIDATION,OUTDATED_SOLC,TX_ORIGIN,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814449.8727124,2.2887957096099854,0,"{SOLIDITY_CALL_WITHOUT_DATA@29,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_UPGRADE_TO_050@29,SOLIDITY_UPGRADE_TO_050@38,SOLIDITY_UPGRADE_TO_050@76,SOLIDITY_VISIBILITY@52,SOLIDITY_VISIBILITY@74}","{DEFAULT_VISIBILITY,LOW_LEVEL_CALL,OUTDATED_SOLC,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814486.2020817,2.2659146785736084,0,"{SOLIDITY_CALL_WITHOUT_DATA@41,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_UPGRADE_TO_050@41,SOLIDITY_UPGRADE_TO_050@49,SOLIDITY_UPGRADE_TO_050@68,SOLIDITY_VISIBILITY@13,SOLIDITY_VISIBILITY@66}","{DEFAULT_VISIBILITY,LOW_LEVEL_CALL,OUTDATED_SOLC,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/guess_the_random_number.sol,guess_the_random_number.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814522.7499928,2.2289366722106934,0,"{SOLIDITY_BALANCE_EQUALITY@19,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_UPGRADE_TO_050@15,SOLIDITY_VISIBILITY@10}","{DEFAULT_VISIBILITY,OUTDATED_SOLC,STRICT_BALANCE_EQUALITY,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
samples/Split4/short_address_example.sol,short_address_example.sol,smartcheck,solidity,,2022/11/14,20250902_1352,1756814555.7562342,2.2398970127105713,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS@26,SOLIDITY_PRAGMAS_VERSION@7,SOLIDITY_TX_ORIGIN@15,SOLIDITY_VISIBILITY@10,SOLIDITY_VISIBILITY@14,SOLIDITY_VISIBILITY@18,SOLIDITY_VISIBILITY@26}","{ARBITRARY_SEND,BLOCK_DEPENDENCE,DEFAULT_VISIBILITY,DEPRECATED_FUNCTION,TX_ORIGIN,UNINITIALIZED_STORAGE,VERSION_PRAGMA}",{},{},{}
